,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,newsId,newsTitle,newsTime,ccyName,sentimentScore,lastUpdateTime,sentiment,body,subjects,takeSequence,messageType,primary_currency,EUR_sent,is_central_bank,is_political,or_filter,10m_Increase
320,1183,1523,3728,9a581ba353ac26e90536f329b5160dff,UPDATE 1-French finance minister to shun Saudi conference over missing journalist,2018-10-18 14:49:41,EUR,-0.40186,2018-10-18 14:49:46,{'EUR': 'Positive'}," (Adds Le Maire quotes)
    PARIS, Oct 18 (Reuters) - French Finance Minister Bruno Le
Maire added his name to a growing list of government ministers
and prominent business executives cancelling their attendance at
a Saudi Arabia investment conference over the fate of a Saudi
journalist.
    Le Maire said Saudi authorities needed to explain the
disappearance of Jamal Khashoggi after he went to the Saudi
consulate in Istanbul on Oct. 2. 
    Turkish officials have said they believe Khashoggi, a
Washington Post columnist who was critical of the authoritarian
kingdom's Crown Prince Mohammed bin Salman, was murdered inside
the consulate. The Saudis have denied the allegations.
[nL8N1WX0ZL] [nFWN1WX0BU]
    ""No, I will not be going,"" Le Maire told Public Senat TV.
""The allegations are serious"". 
    Paris and Riyadh enjoy close diplomatic ties and commercial
relations spanning energy, finance and arms. Le Maire said he
had informed his Saudi counterpart of his decision not to travel
to Riyadh on Wednesday.
    Asked if the move might jeopardise bilateral relations
between the two countries, Le Maire said: ""Absolutely not.""
    U.S. Treasury Secretary Steven Mnuchin said his plans to
attend an investment conference in Riyadh next week would be
revisited on Thursday.

 (Reporting by Sudip Kar-Gupta
Editing by Richard Lough and Matthew Mpoke Bigg)
 ((sudip.kargupta@thomsonreuters.com; +33 1 49 49 53 84;))","['G:3', 'G:4', 'G:8Z', 'G:A', 'G:Q', 'M:C', 'M:R', 'G:5M', 'G:92', 'M:N', 'G:AL', 'G:1', 'G:H', 'G:K', 'G:S', 'G:Y', 'G:F', 'M:E7', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:WEU', 'N2:AMERS', 'N2:TR', 'N2:EUROP', 'N2:MEAST', 'N2:DIP', 'N2:TRD', 'N2:FR', 'N2:SA', 'N2:POL', 'N2:EZC', 'N2:EMRG', 'N2:SWASIA', 'N2:ASIA', 'N2:ASXPAC', 'N2:SEEU', 'N2:TGLF', 'N2:GEN', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.0001900000000001345
321,1184,1524,3731,cfed42522593ee49ad3ca1e317f61d28,RPT-UPDATE 1-French finance minister to shun Saudi conference over missing journalist,2018-10-18 14:58:18,EUR,-0.40186,2018-10-18 14:58:22,{'EUR': 'Positive'}," (Repeats to show a picture is available)
    PARIS, Oct 18 (Reuters) - French Finance Minister Bruno Le
Maire added his name to a growing list of government ministers
and prominent business executives cancelling their attendance at
a Saudi Arabia investment conference over the fate of a Saudi
journalist.
    Le Maire said Saudi authorities needed to explain the
disappearance of Jamal Khashoggi after he went to the Saudi
consulate in Istanbul on Oct. 2. 
    Turkish officials have said they believe Khashoggi, a
Washington Post columnist who was critical of the authoritarian
kingdom's Crown Prince Mohammed bin Salman, was murdered inside
the consulate. The Saudis have denied the allegations.
[nL8N1WX0ZL] [nFWN1WX0BU]
    ""No, I will not be going,"" Le Maire told Public Senat TV.
""The allegations are serious"". 
    Paris and Riyadh enjoy close diplomatic ties and commercial
relations spanning energy, finance and arms. Le Maire said he
had informed his Saudi counterpart of his decision not to travel
to Riyadh on Wednesday.
    Asked if the move might jeopardise bilateral relations
between the two countries, Le Maire said: ""Absolutely not.""
    U.S. Treasury Secretary Steven Mnuchin said his plans to
attend an investment conference in Riyadh next week would be
revisited on Thursday.

 (Reporting by Sudip Kar-Gupta
Editing by Richard Lough and Matthew Mpoke Bigg)
 ((sudip.kargupta@thomsonreuters.com; +33 1 49 49 53 84;))","['G:3', 'G:4', 'G:8Z', 'G:A', 'G:Q', 'M:C', 'M:R', 'M:15', 'G:5M', 'G:92', 'M:N', 'G:AL', 'G:1', 'G:H', 'G:K', 'G:S', 'G:Y', 'G:F', 'M:E7', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:WEU', 'N2:AMERS', 'N2:TR', 'N2:EUROP', 'N2:MEAST', 'N2:DIP', 'N2:TRD', 'N2:MTPIX', 'N2:FR', 'N2:SA', 'N2:POL', 'N2:EZC', 'N2:EMRG', 'N2:SWASIA', 'N2:ASIA', 'N2:ASXPAC', 'N2:SEEU', 'N2:TGLF', 'N2:GEN', 'N2:LEN']",1,2,EUR,Positive,False,True,True,9.999999999843467e-06
322,1187,1528,3738,229d74f80675922418870cd01b260e5c,France open to extending Brexit transition period - finance minister,2018-10-18 15:27:43,EUR,14.11891,2018-10-18 15:27:47,"{'EUR': 'Positive', 'GBP': 'Neutral'}","    PARIS, Oct 18 (Reuters) - Finance Minister Bruno Le Maire on
Thursday left the door open for France to support the European
Union negotiator's offer of a one-year extension to Britain's
post-Brexit transition period.
    Michel Barnier proposed the extension to give London more
time to agree an EU-UK customs deal needed to solve the Irish
border issue. British Prime Minister Theresa May said in
Brussels on Thursday she was willing to discuss an extension of
the transition period without ever planning to use it.
[nS8N1VJ01A]
    ""It's for the French president to decide whether an
extension is in our interests,"" Le Maire told Public Senat TV,
adding that France was making the necessary preparations for a
no-deal scenario. 
    ""I believe it is in our interest do everything possible up
until the last minute to reach a deal with Britain. Our red line
is a deal that would weaken the single market and the EU.""

 (Reporting by Richard Lough
Editing by Gareth Jones)
 ((Email: richard.lough@thomsonreuters.com; Tel: +33 1 49 49 52
42; Reuters Messaging:
richard.lough.thomsonreuters.com@reuters.net))","['G:5M', 'G:A', 'G:3', 'G:B4', 'G:AL', 'E:6G', 'M:N', 'M:C', 'M:R', 'G:7J', 'M:K', 'M:DU', 'M:E7', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:FR', 'N2:EUROP', 'N2:WEU', 'N2:EZ', 'N2:EZC', 'N2:BRXT', 'N2:POL', 'N2:DIP', 'N2:TRD', 'N2:GB', 'N2:EU', 'N2:INTAG', 'N2:GEN', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00019999999999997797
323,1190,1531,3741,37a35fa01986356829550797cfa99aac,UPDATE 1-Britain open to longer Brexit transition but sees no need for it -May,2018-10-18 15:31:11,EUR,4.93966,2018-10-18 15:31:30,"{'EUR': 'Positive', 'GBP': 'Positive'}"," (Adds quotes)
    BRUSSELS, Oct 18 (Reuters) - London is willing to discuss an
extension of the transition period after Britain leaves the
European Union, without ever planning to use it, British Prime
Minister Theresa May said on Thursday at a summit of EU leaders.
    ""I'm clear that I expect the implementation period to end at
the end of December 2020,"" May said, referring to the time after
Britain's departure to allow business to adapt to being outside
the bloc.
    ""The point is that this would not have to be used,"" May said
of the transition period idea until the of 2021.
    At a dinner on Wednesday evening, May assured EU leaders in
Brussels that she can still reach a Brexit deal, avoiding a
showdown over stalled talks as Brussels stepped up planning for
a failure of negotiations. [nL8N1WX5ZQ]
    May said she was working with the European Union to ensure
there was no hard border on the island of Ireland. 
    ""If there is a gap between the end of the implementation
period and the point at which the future relationship comes in -
we don't expect a gap to exist, but if there is, we want to
ensure there is no hard border between Northern Ireland and
Ireland,"" she told reporters.

 (Reporting by Elizabeth Piper, Philip Blenkinsop
Editing by Alissa de Carbonnel)
 ((robin.emmott@thomsonreuters.com; +32 2 287 6835; Reuters
Messaging: robin.emmott.thomsonreuters.com@reuters.net))","['M:K', 'E:6G', 'G:7J', 'M:1L', 'M:1P3', 'M:C', 'G:3', 'M:DU', 'M:E7', 'M:N', 'G:A', 'M:1QD', 'N2:EU', 'N2:BRXT', 'N2:GB', 'N2:NEWS1', 'N2:BRU', 'N2:DIP', 'N2:WEU', 'N2:INTAG', 'N2:GEN', 'N2:POL', 'N2:EUROP', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00021000000000004349
324,1191,1532,3742,b6965dbcf4d64ec16842c8febb4460b8,UPDATE 1-Germany's DIHK sees GDP growth slowing to 1.7 pct in 2019,2018-10-18 15:31:44,EUR,-0.08761000000000001,2018-10-18 15:31:56,{'EUR': 'Positive'}," (Adds details from survey)
    BERLIN, Oct 18 (Reuters) - Germany's DIHK Chambers of
Industry and Commerce has cut its 2018 growth forecast for
Europe's largest economy to 1.8 percent from 2.2 percent and
forecast a slow-down to 1.7 percent next year.
    ""Companies are noticeably more cautious about their business
outlook, we see the biggest deterioration in business
expectations in four years,"" the DIHK said on Thursday.
    According to its autumn survey entitled ""The air is getting
thinner"", companies scaled back their business expectations to
11 points from 17 points in spring. Business morale regarding
current conditions remained stable at 45 points.
    The DIHK's survey of around 27,000 managers, the biggest of
its kind in Germany, found that companies viewed shortages of
skilled labour and rising labour costs as the principal risks
for their business outlook.
    Exporters also pointed to growing risks from abroad.
    ""Given the rapid pace of change, for example in global trade
policies or digitalization - and the unclear outcome of Brexit,
it is becoming more difficult for companies to foresee a clear
trend in their business development,"" DIHK said.
    The increased uncertainty is limiting companies' willingness
to invest, with DIHK expecting gross capital investments growth
to slow to 2.9 percent in 2019 from 3.3 percent this year.
    Imports are expected to outpace exports both this year and
next, DIHK said, in a sign that Germany's vibrant domestic
demand is likely to provide a buffer against external shocks
such as an escalation in trade tensions or a no-deal Brexit.
    German state consumption is seen rising by 1.4 percent in
2018 and 2.5 percent in 2019 while private consumption is
forecast to increase by 1.4 percent and 1.8 percent
respectively, it said.
    Companies will continue to hire more staff this year and
next, but the pace of job creation will slow from 580,000 new
positions in 2018 to 500,000 new jobs in 2019, DIHK said.

 (Reporting by Michael Nienaber, Editing by Riham Alkousaa and
Maria Sheahan)
 ((michael.nienaber@thomsonreuters.com; +49 30 2888 5085;
Reuters Messaging: michael.nienaber.reuters.com@reuters.net
www.twitter.com/REUTERS_DE www.reuters.de))","['E:5', 'E:6G', 'G:3', 'G:3D', 'G:6J', 'G:7J', 'G:A', 'G:B1', 'G:K', 'I:D', 'M:C', 'M:EG', 'M:N', 'M:R', 'E:C', 'E:Q', 'I:1A', 'M:DU', 'M:E7', 'M:K', 'E:1', 'E:G', 'G:AL', 'G:B', 'G:4', 'G:9', 'G:1', 'G:6', 'G:S', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:MCE', 'N2:BRXT', 'N2:WEU', 'N2:DE', 'N2:US', 'N2:GB', 'N2:EUROP', 'N2:CN', 'N2:ASIA', 'N2:GDP', 'N2:DIP', 'N2:TRF', 'N2:POL', 'N2:TRD', 'N2:JOB', 'N2:RESF', 'N2:BSENT', 'N2:INTAG', 'N2:GEN', 'N2:EU', 'N2:BACT', 'N2:RES', 'N2:EZC', 'N2:CEEU', 'N2:AMERS', 'N2:NAMER', 'N2:EMRG', 'N2:EASIA', 'N2:ASXPAC', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.0001500000000000945
325,1200,1542,3762,5981fc97cc6506b54bac6aa517444d04,UPDATE 1-Italian PM denies rift between governing parties over budget,2018-10-18 16:23:33,EUR,0.0,2018-10-18 16:23:38,{'EUR': 'Positive'}," (Adds quotes, background)
    BRUSSELS, Oct 18 (Reuters) - Italian Prime Minister Giuseppe
Conte on Thursday denied any division between the two parties in
his governing coalition, the League and the 5-Star Movement,
amid reports of a spat over tax revenues in next year's budget.
    Italy's Deputy Prime Minister Luigi Di Maio, leader of the
5-Star, said on Wednesday a legislative text on a partial tax
amnesty had been manipulated before its final approval. He did
not clarify who could have amended the document. 
    The tax amnesty is one of the revenue measures included in
Italy's draft budget for next year.
    Asked by reporters about a possible rift between the
far-right League and anti-establishment 5-Star on the issue,
Conte - who is not from any political party - replied: ""There is
no division"".
    In a bid to fulfil election spending pledges, Italy's
eurosceptic government plans to boost welfare spending, cut the
retirement age and hike the country's deficit, upsetting the
European Commission.
    ""I'm aware this is not the budget the Commission expected. I
expect critical observations. We will discuss and we will reply
to these considerations,"" Conte told reporters on arriving for a
summit of European Union leaders in Brussels.
    He also described the Italian draft budget as ""beautiful"".
    The EU Commission is currently reviewing Rome's budgetary
plans and can formally raise concerns about it until next
Monday. 
    If it does so, it can then decide to send the budget back to
Rome for changes by Oct. 29, in what would be an unprecedented
move.

 (Reporting by Francesco Guarascio, writing by Philip Blenkinsop
Editing by Gareth Jones)
 ((philip.blenkinsop@thomsonreuters.com; +32 2 287 6838; Reuters
Messaging: philip.blenkinsop.thomsonreuters.com@reuters.net))","['A:N', 'E:9', 'G:5J', 'G:B4', 'M:1L', 'M:1P3', 'M:E9', 'M:K', 'G:3', 'M:C', 'A:2', 'E:5', 'G:A', 'G:AL', 'M:DU', 'M:E7', 'M:N', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:GVD', 'N2:ECI', 'N2:IT', 'N2:EZ', 'N2:NEWS1', 'N2:BRU', 'N2:GFIN', 'N2:EU', 'N2:WEU', 'N2:DIP', 'N2:DBT', 'N2:MCE', 'N2:EUROP', 'N2:EZC', 'N2:INTAG', 'N2:GEN', 'N2:POL', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00015999999999971593
326,1201,1543,3764,ba01046707ad5073d134a7c273d9f576,Germany is prepared for Brexit - deputy finmin,2018-10-18 16:42:27,EUR,0.0,2018-10-18 16:42:31,"{'EUR': 'Positive', 'GBP': 'Neutral'}","    BERLIN, Oct 18 (Reuters) - German Deputy Finance Minister
Joerg Kukies said on Thursday that Germany was prepared for
Britain's departure from the European Union and would tackle the
rules for insurers and the financial sector if necessary.
    Kukies, Germany's deputy finance minister with
responsibility for financial market policy and European issues,
was speaking to an insurance audience in Berlin.

 (Reporting by Klaus Lauer
Writing by Michelle Martin
Editing by Maria Sheahan)
 ((MichelleHannah.Martin@thomsonreuters.com; +49 30 2888 5223;
Reuters Messaging:
MichelleHannah.Martin.thomsonreuters.com@reuters.net))","['G:A', 'M:1L', 'M:E7', 'M:G', 'E:5', 'E:6G', 'G:1K', 'G:3', 'G:3D', 'G:AL', 'G:B4', 'M:C', 'M:E9', 'M:I', 'M:K', 'M:N', 'M:R', 'M:LK', 'B:261', 'B:1656', 'B:136', 'G:7J', 'B:125', 'B:137', 'B:212', 'B:267', 'M:DU', 'G:B', 'M:8', 'M:EL', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:EUROP', 'N2:NEWS1', 'N2:GEN', 'N2:VOTE', 'N2:MCE', 'N2:BRXT', 'N2:GBS', 'N2:WEU', 'N2:DE', 'N2:EZC', 'N2:EZ', 'N2:DIP', 'N2:GFIN', 'N2:ECB', 'N2:EU', 'N2:POL', 'N2:TRD', 'N2:SECUR', 'N2:FINS', 'N2:INSB', 'N2:INSR', 'N2:GB', 'N2:FINS08', 'N2:MINS08', 'N2:INSB08', 'N2:MINS', 'N2:INTAG', 'N2:CEEU', 'N2:CEN', 'N2:CWP', 'N2:LEN']",1,2,EUR,Positive,True,True,True,4.999999999988347e-05
327,1202,1544,3766,453e69f1911b4980b6a49fedfa7560a0,Brexit transition extension would have conditions: French presidency source,2018-10-18 16:48:02,EUR,0.0,2018-10-18 16:48:16,"{'EUR': 'Positive', 'GBP': 'Neutral'}","    BRUSSELS, Oct 18 (Reuters) - France does not rule out a
possible lengthening of Britain's post-Brexit transition period
if it helps advance negotiations with London, but any extension
would come with conditions, an official in President Emmanuel
Macron's office said on Thursday.
     ""It's one of the possible options. It's neither a firm
proposal from the EU 27 nor a formal request from the UK,"" the
Elysee Palace official said. 
    ""It's something we shouldn't rule out. If we were to go in
that direction, it would come with a certain number of
conditions.""
    

 (Reporting by Michel Rose, Writing by Richard Lough; editing by
Sudip Kar-Gupta)
 ((Email: richard.lough@thomsonreuters.com; Tel: +33 1 49 49 52
42; Reuters Messaging:
richard.lough.thomsonreuters.com@reuters.net))","['G:5M', 'M:K', 'G:A', 'G:AL', 'M:E9', 'E:B', 'A:2', 'M:C', 'M:N', 'M:1L', 'E:6G', 'G:7J', 'M:DU', 'M:E7', 'E:5', 'G:3', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:FR', 'N2:EU', 'N2:EUROP', 'N2:EZC', 'N2:GFIN', 'N2:PLCY', 'N2:DBT', 'N2:DIP', 'N2:POL', 'N2:NEWS1', 'N2:BRXT', 'N2:GB', 'N2:INTAG', 'N2:GEN', 'N2:MCE', 'N2:WEU', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00021999999999988695
328,1213,1559,3795,0b3ea9ee68e907378c8a8e914ca60469,Beyond Brexit: EU fetes Asian leaders in message to Trump,2018-10-18 17:47:48,EUR,-6.2478099999999985,2018-10-18 17:48:19,"{'USD': 'Neutral', 'EUR': 'Positive', 'CNY': 'Negative'}","    * Biennial summit brings together 51 EU and Asian leaders
    * Issues such as steel, cyber attacks, WTO on the agenda

    By Robin Emmott
    BRUSSELS, Oct 18 (Reuters) - The European Union will seek
Asian support for free trade, the Iran nuclear deal and
combating global warming at a regional summit on Thursday that
includes China, Japan and Russia as a counterbalance to a more
protectionist United States.
    Leaders from the European Union, Switzerland and Norway will
welcome 21 Asian counterparts including China's Premier Li
Keqiang after an EU summit dominated by negotiations over
Britain's departure from the world's biggest trading bloc.
    The 51 gathered leaders are set to show ""strong support"" for
the World Trade Organisation that U.S. President Donald Trump
had threatened to quit, and express ""profound alarm"" about
climate change, according to a draft communique seen by Reuters.
    Leaders representing 55 percent of global trade will
underline ""their joint commitment to open, free and
non-discriminatory trade"" and ""to fight all forms of
protectionism"", according to the draft.
    Trump says the United States is treated badly in global
trade and has blamed the WTO for allowing that to happen.
Separately, the United States and China have imposed billions of
dollars of tariffs on each other's goods while Trump has also
complained about an unfair EU trade surplus with Washington.
    ""This is a message that the European Union is more than
Brexit and that Europe has friends beyond Washington,"" said a
senior EU official involved in preparing the summit, which has
taken place every two years since 1996.
    On Friday, the EU will sign a free-trade deal with
Singapore. The bloc is also pushing for approval for another
free-trade agreement with Vietnam. [nL8N1WX4H4]
    However, the European Union is trying not to side with China
against the United States. On Tuesday, EU trade chief Cecilia
Malmstrom held talks with U.S. Commerce Secretary Wilbur Ross in
Brussels on improving trade ties, although Washington accused
the bloc of moving too slowly in negotiations. [nL8N1WX60M]
    
    FROM STEEL TO CYBER ATTACKS
    The EU-Asia summit meeting will also pressure Beijing to
combat what Europe says is China's harmful overproduction of
steel and the final statement is set to say that leaders agreed
to tackle ""excess capacity in industrial sectors"", according to
the draft, which could still be modified by diplomats.
    China, which produces and consumes half the world's steel
and, has cut some 220 million tonnes of capacity since January
2016. But the European Union remains intent on pressuring China
to cut more, as well as to remove subsidies - a policy that the
West says is aimed at dominating global markets.
    European Commission President Jean-Claude Juncker is due to
discuss subsidies with Li at a lunch on Friday, diplomats said.
    Bolstering the Iran nuclear deal signed by global powers in
2016, and that Trump has withdrawn from, is also another
priority of the summit. 
    Leaders will call on North Korea to ""completely, verifiably
and irreversibly dismantle all its nuclear and weapons of mass
destruction"", according to the draft final statement.
    Leaders will re-commit to the Paris climate pact that Trump
pulled out of, pledging to develop more clean energy.
    Another sensitive issue is wording in the final communique
on cyber attacks and stopping computer hackers. 
    Russian Prime Minister Dmitry Medvedev will attend the
summit but it is not clear if Moscow, accused by the West of a
global hacking campaign, will agree to proposed language calling
for an end to such attacks. [nL8N1WX3LS]
    Russia denies any responsibility for cyber attacks.

    <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
Main Brexit story    [nL8N1WY1X5]
EU leaders to seek cyber sanctions, press Asia for action -draft
statements    [nL8N1WX3LS]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 (Reporting by Robin Emmott;
Editing by Alison Williams)
 ((robin.emmott@thomsonreuters.com; +32 2 287 6835; Reuters
Messaging: robin.emmott.thomsonreuters.com@reuters.net))","['G:3', 'G:30', 'G:38', 'G:3N', 'G:5Z', 'G:6J', 'G:7D', 'G:83', 'G:A', 'G:B1', 'G:B2', 'M:1P3', 'M:9F', 'M:C', 'M:EI', 'M:FD', 'M:K', 'M:LK', 'M:N', 'M:R', 'M:S', 'U:FA', 'G:56', 'M:N4', 'G:K', 'G:41', 'M:H', 'G:B', 'G:1', 'G:AJ', 'G:E', 'G:S', 'G:2', 'G:M', 'G:6', 'G:F', 'G:H', 'G:Q', 'G:2EK', 'G:CI', 'G:N', 'G:4', 'G:9', 'M:DU', 'M:E7', 'M:A', 'M:ES', 'M:FG', 'M:EL', 'M:I4', 'A:4', 'U:Q', 'U:T', 'MCCL:OVR', 'MCC:OVR', 'M:1QD', 'N2:WEU', 'N2:CH', 'N2:RU', 'N2:NO', 'N2:VN', 'N2:US', 'N2:SG', 'N2:KP', 'N2:EUROP', 'N2:CN', 'N2:EEU', 'N2:BRU', 'N2:WTO', 'N2:DIP', 'N2:SDS', 'N2:HACK', 'N2:EU', 'N2:SECUR', 'N2:POL', 'N2:TRD', 'N2:WWW', 'N2:STE', 'N2:IR', 'N2:WRM', 'N2:ASIA', 'N2:JP', 'N2:ENV', 'N2:CEEU', 'N2:EMRG', 'N2:CISC', 'N2:NASIA', 'N2:ASXPAC', 'N2:SCANDV', 'N2:NORD', 'N2:EASIA', 'N2:TGLF', 'N2:SWASIA', 'N2:MEAST', 'N2:ASEAN', 'N2:SEASIA', 'N2:INDCHI', 'N2:AMERS', 'N2:NAMER', 'N2:INTAG', 'N2:GEN', 'N2:CRIM', 'N2:CLJ', 'N2:FRAUD1', 'N2:CWP', 'N2:SOCI', 'N2:COM', 'N2:METL', 'N2:FERR', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00031000000000003247
329,1217,1565,3813,74ee12fbdcf62089139719802822a6bc,UK is considering other ideas to break Brexit deadlock - PM May's spokeswoman,2018-10-18 18:38:08,EUR,0.0,2018-10-18 18:38:13,"{'EUR': 'Positive', 'GBP': 'Positive'}","    LONDON, Oct 18 (Reuters) - Britain is considering other ways
of making progress in Brexit negotiations with the European
Union, not just a mooted extension to the transition period,
Prime Minister Theresa May's spokeswoman told reporters on
Thursday.
    ""It's an idea at this stage, and there are others,"" the
spokeswoman said, when asked about the possibility of extending
the transition period which was discussed on Wednesday by EU
leaders at a summit in Brussels. The spokeswoman declined to
detail what other ideas were being considered.

 (Reporting by William James, Editing by Kylie MacLellan)
 ((william.james@thomsonreuters.com; +44 207 542 3374; Reuters
Messaging: william.james.thomsonreuters.com@reuters.net))","['M:1L', 'M:C', 'M:E7', 'M:R', 'M:EV', 'A:2', 'A:9', 'A:N', 'B:261', 'E:D', 'E:6G', 'E:B', 'G:3', 'G:7J', 'G:A', 'M:E9', 'M:G', 'M:K', 'M:N', 'G:A7', 'G:6X', 'B:125', 'M:DU', 'E:5', 'E:1', 'G:AL', 'M:ES', 'M:1QD', 'N2:NEWS1', 'N2:DIP', 'N2:GEN', 'N2:TRD', 'N2:JUDIC', 'N2:DBT', 'N2:FRX', 'N2:GVD', 'N2:FINS', 'N2:REGS', 'N2:BRXT', 'N2:PLCY', 'N2:WEU', 'N2:GB', 'N2:EUROP', 'N2:GFIN', 'N2:VOTE', 'N2:EU', 'N2:POL', 'N2:GBNI', 'N2:IE', 'N2:FINS08', 'N2:INTAG', 'N2:MCE', 'N2:BACT', 'N2:EZC', 'N2:CLJ', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.00045999999999990493
330,1218,1566,3815,0168476312896a0f4376d2669e814ce9,UPDATE 1-Spanish bank shares fall after court ruling on mortgage stamp duty,2018-10-18 18:40:23,EUR,0.0,2018-10-18 18:40:30,{'EUR': 'Positive'}," (Adds details)
    By Jesús Aguado
    MADRID, Oct 18 (Reuters) - Spanish bank shares fell sharply
on Thursday after the Supreme Court ruled that banks and not
clients must pay stamp duty related to mortgage loans
potentially costing lenders billions of euros in compensation. 
    ""The Supreme Court states that the person who must pay the
stamp duty in the public deeds of loans with mortgage guarantees
is the lender, not the one who receives the loan,"" the court
said in a document.
    Spanish banks were severely hit after the 2008 property
crash which sent the economy in to a five-year downward spiral
and mortgages remain an important part on lenders' balance
sheets, especially those focused on the domestic market.
    After the court ruling, Bankia <BKIA.MC> fell more than 7
percent, while Banco Sabadell <SABE.MC> and Caixabank <CABK.MC>
fell 6 percent and 5.5 percent respectively.
    The decision is the latest legal setback for Spanish lenders
after a European Court of Justice ruling in December 2016 that
banks had to compensate customers who were sold mortgages with
interest rate floors that were not clearly explained.
    The Bank of Spain initially said then that the lenders would
have to repay customers more than 4 billion euros ($4.6
billion)after Europe's top court overturned a previous Spanish
ruling that capped liabilities related to a disputed mortgage
clause.
    On Thursday, neither the Bank of Spain nor the Spanish
banking association AEB gave any estimates for potential costs
for Spanish lenders.
($1 = 0.8680 euros)

 (Additional reporting by Carlos Ruano; editing by Paul Day and
David Evans)
 ((jesus.aguado@thomsonreuters.com; +34 91 585 8339; Reuters
Messaging: Reuters Messaging:
jesus.aguado.reuters.com@reuters.net))","['A:C', 'B:128', 'B:1615', 'G:3', 'G:55', 'G:7J', 'G:A', 'M:Z', 'B:129', 'E:A', 'M:EV', 'M:N', 'A:1', 'B:125', 'B:126', 'B:127', 'B:261', 'B:262', 'E:5', 'M:8', 'G:AL', 'M:E7', 'M:ES', 'R:BKIA.MC', 'P:5000072598', 'R:SABE.MC', 'P:4295889298', 'R:SAN.MC', 'P:8589934205', 'R:BKT.MC', 'P:4295889567', 'R:LBK.MC', 'P:5035718674', 'R:BBVA.MC', 'P:4295889577', 'R:CABK.MC', 'P:4295889572', 'MCCL:OEC', 'MCC:OEC', 'M:1QD', 'N2:HOT', 'N2:BNKS', 'N2:BNKS1', 'N2:WEU', 'N2:ES', 'N2:GB', 'N2:EUROP', 'N2:CMPNY', 'N2:COFS', 'N2:INT', 'N2:JUDIC', 'N2:POL', 'N2:STX', 'N2:FINS08', 'N2:BISV08', 'N2:BSVC', 'N2:FINS', 'N2:BISV', 'N2:MCE', 'N2:CEN', 'N2:EZC', 'N2:GEN', 'N2:CLJ', 'N2:LEN']",1,2,EUR,Positive,True,True,True,0.00036999999999998145
331,1221,1570,3820,693a7ea8428c2d593722b448423b9c0e,"Extending Brexit transition period is a bad idea, eurosceptic lawmaker says",2018-10-18 18:53:04,EUR,1.37326,2018-10-18 18:53:15,"{'EUR': 'Positive', 'GBP': 'Neutral'}","    LONDON, Oct 18 (Reuters) - British Prime Minister Theresa
May's plans to consider extending a so-called transition period
to break the deadlock in Brexit talks is a bad idea, according
to a leading eurosceptic lawmaker in her Conservative Party.
    Jacob Rees-Mogg, chairman of the European Research Group of
anti-EU lawmakers in the Conservative party, said extending the
transition would be expensive and would not solve disagreements
around a so-called backstop - an insurance policy to ensure
there will be no hard border on the island of Ireland.
    ""I think it's a poorly thought-through idea - it takes us
into the next (EU) multi-annual financial framework ..,
Rees-Mogg told Sky News. ""It could be a very expensive thing to
do but it also doesn't solve the issue of the backstop because
the backstop would remain at the end of this additional
transition.""
    

 (Reporting By Andrew MacAskill and Kate Holton; editing by
Stephen Addison)
 ((Andrew.MacAskill@thomsonreuters.com; +442075421726; Reuters
Messaging: andrew.macaskill@thomsonreuters.com))","['A:9', 'E:6G', 'G:3', 'G:6X', 'G:7J', 'G:A', 'G:A7', 'M:1P3', 'M:C', 'M:E7', 'M:K', 'M:N', 'M:R', 'M:T', 'M:1L', 'M:DU', 'G:AL', 'M:ES', 'M:1QD', 'N2:FRX', 'N2:BRXT', 'N2:WEU', 'N2:IE', 'N2:GB', 'N2:EUROP', 'N2:GBNI', 'N2:BRU', 'N2:DIP', 'N2:GEN', 'N2:EU', 'N2:POL', 'N2:TRD', 'N2:LAW', 'N2:NEWS1', 'N2:INTAG', 'N2:EZC', 'N2:CLJ', 'N2:LEN']",1,2,EUR,Positive,False,True,True,0.000520000000000076
